-0.519615 -0.519615 -0.806664
-0.517883 -0.517883 -0.806664
-0.516151 -0.516151 -0.806664
-0.514419 -0.514419 -0.806664
-0.512687 -0.512687 -0.806664
-0.510955 -0.510955 -0.806664
-0.509223 -0.509223 -0.806664
-0.507491 -0.507491 -0.806664
-0.505759 -0.505759 -0.806664
-0.504027 -0.504027 -0.806664
-0.502295 -0.502295 -0.806664
-0.500563 -0.500563 -0.806664
-0.498831 -0.498831 -0.806664
-0.497099 -0.497099 -0.806664
-0.495367 -0.495367 -0.806664
-0.493634 -0.493634 -0.806664
-0.491902 -0.491902 -0.806664
-0.490170 -0.490170 -0.806664
-0.488438 -0.488438 -0.806664
-0.486706 -0.486706 -0.806663
-0.484974 -0.484974 -0.806663
-0.483242 -0.483242 -0.806663
-0.481510 -0.481510 -0.806663
-0.479778 -0.479778 -0.806663
-0.478046 -0.478046 -0.806663
-0.476314 -0.476314 -0.806663
-0.474582 -0.474582 -0.806663
-0.472850 -0.472850 -0.806663
-0.471118 -0.471118 -0.806663
-0.469386 -0.469386 -0.806663
-0.467654 -0.467654 -0.806663
-0.465922 -0.465922 -0.806663
-0.464190 -0.464190 -0.806663
-0.462458 -0.462458 -0.806663
-0.460726 -0.460726 -0.806663
-0.458993 -0.458993 -0.806663
-0.457261 -0.457261 -0.806663
-0.455529 -0.455529 -0.806663
-0.453797 -0.453797 -0.806663
-0.452065 -0.452065 -0.806663
-0.450333 -0.450333 -0.806663
-0.448601 -0.448601 -0.806663
-0.446869 -0.446869 -0.806663
-0.445137 -0.445137 -0.806663
-0.443405 -0.443405 -0.806663
-0.441673 -0.441673 -0.806663
-0.439941 -0.439941 -0.806663
-0.438209 -0.438209 -0.806663
-0.436477 -0.436477 -0.806663
-0.434745 -0.434745 -0.806663
-0.433013 -0.433013 -0.806663
-0.431281 -0.431281 -0.806663
-0.429549 -0.429549 -0.806663
-0.427817 -0.427817 -0.806663
-0.426084 -0.426084 -0.806663
-0.424352 -0.424352 -0.806663
-0.422620 -0.422620 -0.806662
-0.420888 -0.420888 -0.806662
-0.419156 -0.419156 -0.806662
-0.417424 -0.417424 -0.806662
-0.415692 -0.415692 -0.806662
-0.413960 -0.413960 -0.806662
-0.412228 -0.412228 -0.806662
-0.410496 -0.410496 -0.806662
-0.408764 -0.408764 -0.806662
-0.407032 -0.407032 -0.806662
-0.405300 -0.405300 -0.806662
-0.403568 -0.403568 -0.806662
-0.401836 -0.401836 -0.806662
-0.400104 -0.400104 -0.806662
-0.398372 -0.398372 -0.806662
-0.396640 -0.396640 -0.806662
-0.394908 -0.394908 -0.806662
-0.393176 -0.393176 -0.806662
-0.391443 -0.391443 -0.806662
-0.389711 -0.389711 -0.806662
-0.387979 -0.387979 -0.806662
-0.386247 -0.386247 -0.806662
-0.384515 -0.384515 -0.806662
-0.382783 -0.382783 -0.806662
-0.381051 -0.381051 -0.806661
-0.379319 -0.379319 -0.806661
-0.377587 -0.377587 -0.806661
-0.375855 -0.375855 -0.806661
-0.374123 -0.374123 -0.806661
-0.372391 -0.372391 -0.806661
-0.370659 -0.370659 -0.806661
-0.368927 -0.368927 -0.806661
-0.367195 -0.367195 -0.806661
-0.365463 -0.365463 -0.806661
-0.363731 -0.363731 -0.806661
-0.361999 -0.361999 -0.806661
-0.360267 -0.360267 -0.806661
-0.358535 -0.358535 -0.806661
-0.356802 -0.356802 -0.806661
-0.355070 -0.355070 -0.806661
-0.353338 -0.353338 -0.806661
-0.351606 -0.351606 -0.806661
-0.349874 -0.349874 -0.806660
-0.348142 -0.348142 -0.806660
